,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
292,292,Tiny Leaders,Pre-Accepted,1e14e677-9bfa-4bcc-9772-8e7758d7538a,1683166911313,Sea Gate Stormcaller,Sea Gate Stormcaller [znr-77],Anna Steinbauer,mythic,['U'],['U'],znr,2020-09-25,2,"['u', '1']",Creature — Human Wizard,1245.2000000000278,4.2423778472159395,6096,,2,1
293,293,Tiny Leaders,Pre-Accepted,04f9f061-67b8-4427-9fcb-b3ccfee8fc5d,1683166926845,Dress Down,Dress Down [mh2-39],Iain McCaig,rare,['U'],['U'],mh2,2021-06-18,2,"['u', '1']",Enchantment,1274.7000000000219,1.259629905423368,1810,,,
294,294,Tiny Leaders,Pre-Accepted,3d2cc591-3a81-468a-91a4-3c3aac83a21a,1683167013777,Memory Lapse,Memory Lapse [hml-32a],Mark Tedin,common,['U'],['U'],hml,1995-10-01,2,"['u', '1']",Instant,1384.2999999998742,9.608679615569304,13807,,,
295,295,Tiny Leaders,Pre-Accepted,4ad1ff9b-306d-47c3-9334-371e4482370b,1683167113643,Sylvan Advocate,Sylvan Advocate [ogw-144],Volkan Baǵa,rare,['G'],['G'],ogw,2016-01-22,2,"['g', '1']",Creature — Elf Druid Ally,1222.7999999999306,2.7934554919167947,4014,,2,3
296,296,Tiny Leaders,Pre-Accepted,34bc9bb0-5ec1-400f-89e7-b450980a3391,1683167119166,Bloodsoaked Champion,Bloodsoaked Champion [ktk-66],Aaron Miller,rare,['B'],['B'],ktk,2014-09-26,1,['b'],Creature — Human Warrior,1217.299999999443,10.804284133534688,15525,,2,1
297,297,Tiny Leaders,Pre-Accepted,b6edd4ea-c587-4d93-a675-4cdec3e0b1ca,1683167169754,Mesmeric Fiend,Mesmeric Fiend [tor-69],Dana Knutson,common,['B'],['B'],tor,2002-02-04,2,"['b', '1']",Creature — Nightmare Horror,1278.9999999998536,6.108161149116519,8777,,1,1
298,298,Tiny Leaders,Pre-Accepted,d4ded88d-2688-4f5e-a8b2-16216cf9c792,1683167250807,Mizzium Mortars,Mizzium Mortars [rtr-101],Noah Bradley,rare,['R'],['R'],rtr,2012-10-05,2,"['r', '1']",Sorcery,1308.3000000001073,7.451302429485083,10707,,,
299,299,Tiny Leaders,Pre-Accepted,19fb8ae1-a619-42bf-976f-2833777032d2,1683167263897,Earthquake,Earthquake [m10-134],Adrian Smith,rare,['R'],['R'],m10,2009-07-17,1,"['r', 'x']",Sorcery,1269.5999999999572,3.728086963178443,5357,,,
300,300,Tiny Leaders,Pre-Accepted,7ef37cb3-d803-47d7-8a01-9c803aa2eadc,2023-05-04T13:06:27.662Z,Hengegate Pathway,Hengegate Pathway [khm-260],Yeong-Hao Han,rare,"['U', 'W']",[],khm,2021-02-05,0,[''],Land,1254.5000000000832,3.1295887760712073,4497,,,
301,301,Tiny Leaders,Pre-Accepted,b4b99ebb-0d54-4fe5-a495-979aaa564aa8,2023-05-04T13:06:27.662Z,Clearwater Pathway,Clearwater Pathway [znr-260],Daarken,rare,"['B', 'U']",[],znr,2020-09-25,0,[''],Land,1262.8000000003008,3.4455401446138643,4951,,,
302,302,Tiny Leaders,Pre-Accepted,0ce39a19-f51d-4a35-ae80-5b82eb15fcff,2023-05-04T13:06:27.662Z,Blightstep Pathway,Blightstep Pathway [khm-252],Ravenna Tran,rare,"['B', 'R']",[],khm,2021-02-05,0,[''],Land,1241.1000000002284,3.3007870947088587,4743,,,
303,303,Tiny Leaders,Pre-Accepted,d24c3d51-795d-4c01-a34a-3280fccd2d78,2023-05-04T13:06:27.662Z,Brightclimb Pathway,Brightclimb Pathway [znr-259],Johannes Voss,rare,"['B', 'W']",[],znr,2020-09-25,0,[''],Land,1283.7000000000255,3.4601546352292734,4972,,,
304,304,Tiny Leaders,Pre-Accepted,2668ac91-6cda-4f81-a08d-4fc5f9cb35b2,2023-05-04T13:06:27.662Z,Riverglide Pathway,Riverglide Pathway [znr-264],Kieran Yanner,rare,"['R', 'U']",[],znr,2020-09-25,0,[''],Land,1323.0000000002228,3.452499425859297,4961,,,
305,305,Tiny Leaders,Pre-Accepted,6559047e-6ede-4815-a3a0-389062094f9d,2023-05-04T13:06:27.662Z,Needleverge Pathway,Needleverge Pathway [znr-263],Piotr Dura,rare,"['R', 'W']",[],znr,2020-09-25,0,[''],Land,1294.2000000000642,3.5165248133172806,5053,,,
306,306,Tiny Leaders,Pre-Accepted,c8769e97-aee8-4466-a9d7-0f4245ae4a97,1683205800251,Concealed Courtyard,Concealed Courtyard [kld-245],Jung Park,rare,"['B', 'W']",[],kld,2016-09-30,0,[''],Land,1241.4000000004296,5.32732979337894,7655,,,
307,307,Tiny Leaders,Pre-Accepted,345e053a-3178-485c-8602-1624bbf2f064,1683205839476,Razorverge Thicket,Razorverge Thicket [som-228],James Paick,rare,"['G', 'W']",[],som,2010-10-01,0,[''],Land,1187.1000000005488,4.323105509662962,6212,,,
308,308,Tiny Leaders,Pre-Accepted,2744ac83-a79f-4042-8720-688b5adda382,1683205867036,Nurturing Peatland,Nurturing Peatland [mh1-243],Noah Bradley,rare,"['B', 'G']",[],mh1,2019-06-14,0,[''],Land,1273.7999999996134,5.584127271335417,8024,,,
309,309,Tiny Leaders,Pre-Accepted,90da33d4-fe9c-42fe-b326-2fe337dc3ecd,1683205895947,Blooming Marsh,Blooming Marsh [kld-243],Adam Paquette,rare,"['B', 'G']",[],kld,2016-09-30,0,[''],Land,1259.0000000002917,5.14151698412588,7388,,,
310,310,Tiny Leaders,Pre-Accepted,4e117771-5a8b-4812-b487-32ba34b7f724,1683206014717,Giver of Runes,Giver of Runes [mh1-13],Seb McKinnon,rare,['W'],['W'],mh1,2019-06-14,1,['w'],Creature — Kor Cleric,1378.6000000007384,10.439617796274002,15001,,1,2
311,311,Tiny Leaders,Pre-Accepted,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,1683206089867,Damn,Damn [mh2-396],Lucas Graciano,rare,"['B', 'W']",['B'],mh2,2021-06-18,2,"['b', 'b']",Sorcery,1284.2000000011665,6.356607489578477,9134,,,
312,312,Tiny Leaders,Pre-Accepted,6adfe928-1305-444d-b709-1e714544daaf,1683206113786,Noble Hierarch,Noble Hierarch [con-87],Mark Zug,rare,"['G', 'U', 'W']",['G'],con,2009-02-06,1,['g'],Creature — Human Druid,1477.700000000821,12.665891866688009,18200,,0,1
313,313,Tiny Leaders,Pre-Accepted,aba51852-af8f-49d8-8fb6-22d52a1742b8,1683206116539,Ignoble Hierarch,Ignoble Hierarch [mh2-166],Mark Zug,rare,"['B', 'G', 'R']",['G'],mh2,2021-06-18,1,['g'],Creature — Goblin Shaman,1491.699999997863,7.849373316723849,11279,,0,1
314,314,Tiny Leaders,Pre-Accepted,a0b6a71e-56cb-4d25-8f2b-7a4f1b60900d,1683206553011,"Uro, Titan of Nature's Wrath","Uro, Titan of Nature's Wrath [thb-229]",Vincent Proce,mythic,"['G', 'U']","['G', 'U']",thb,2020-01-24,3,"['u', 'g', '1']",Legendary Creature — Elder Giant,1421.9000000012104,8.51259281941361,12232,,6,6
315,315,Tiny Leaders,Pre-Accepted,0ba5dd1a-6906-4b45-bbf7-2f10cb955083,1683206727029,Geist of Saint Traft,Geist of Saint Traft [ddq-1],Daarken,mythic,"['U', 'W']","['U', 'W']",ddq,2016-02-26,3,"['u', 'w', '1']",Legendary Creature — Spirit Cleric,1202.599999999748,6.915437773586744,9937,,2,2
316,316,Tiny Leaders,Pre-Accepted,8e19366f-16ae-4335-8f87-ccb3e6c6af20,1683206899927,"Kroxa, Titan of Death's Hunger","Kroxa, Titan of Death's Hunger [mul-179]",Jason A. Engle,mythic,"['B', 'R']","['B', 'R']",mul,2023-04-21,2,"['r', 'b']",Legendary Creature — Elder Giant,1348.600000000796,7.318380157697313,10516,,6,6
317,317,Tiny Leaders,Pre-Accepted,b9d50d26-3c44-4c8f-81bb-9093dacfb804,1683206961142,"Grumgully, the Generous","Grumgully, the Generous [eld-192]",Milivoj Ćeran,uncommon,"['G', 'R']","['G', 'R']",eld,2019-10-04,3,"['g', 'r', '1']",Legendary Creature — Goblin Shaman,1297.1000000002518,5.305756021518097,7624,,3,3
318,318,Tiny Leaders,Pre-Accepted,4e91d96d-cc69-439b-b876-a7d57039022c,1683209330102,Jeska's Will,Jeska's Will [cmr-187],Izzy,rare,['R'],['R'],cmr,2020-11-20,3,"['r', '2']",Sorcery,1300.6000000000738,2.517172026473106,3617,,,
319,319,Tiny Leaders,Pre-Accepted,19557351-b65f-4b04-b971-66abdc07000a,1683214507811,Stoneforge Mystic,Stoneforge Mystic [wwk-20],Mike Bierek,rare,['W'],['W'],wwk,2010-02-05,2,"['w', '1']",Creature — Kor Artificer,1513.6000000009522,12.822475694710251,18425,,1,2
320,320,Tiny Leaders,Pre-Accepted,aaafb9bc-7cea-4624-a227-595544fa42b0,1683216426550,Wasteland,Wasteland [ema-248],Eytan Zana,rare,[],[],ema,2016-06-10,0,[''],Land,1557.1000000002205,11.232279930128817,16140,,,
321,321,Tiny Leaders,Pre-Accepted,11bf83bb-c95b-4b4f-9a56-ce7a1816307a,1683236415960,Delver of Secrets,Delver of Secrets [isd-51],Nils Hamm,common,['U'],['U'],isd,2011-09-30,1,['u'],Creature — Human Wizard,1287.3999999997059,10.338708218215222,14856,,1,1
322,322,Tiny Leaders,Pre-Accepted,420bf1e9-f2ec-4dff-b540-e64de71e58be,1683237027324,Engineered Explosives,Engineered Explosives [2xm-252],Lars Grant-West,rare,[],[],2xm,2020-08-07,0,['x'],Artifact,1259.9000000001681,4.799816274975121,6897,,,
323,323,Tiny Leaders,Pre-Accepted,61a28870-cf78-4323-9d82-cee764067764,1683237149567,Lightning Greaves,Lightning Greaves [mrd-199],Jeremy Jarvis,uncommon,[],[],mrd,2003-10-02,2,['2'],Artifact — Equipment,1336.8000000002537,9.607287759320217,13805,,,
324,324,Tiny Leaders,Pre-Accepted,33dc5dff-390d-499d-aa28-fb75b92ba1c5,1683237195092,Mazemind Tome,Mazemind Tome [brr-30],Randy Gallegos,rare,[],[],brr,2022-11-18,2,['2'],Artifact,1362.199999999941,3.5770705601525474,5140,,,
325,325,Tiny Leaders,Pre-Accepted,8ebd7ce4-550d-41ab-8559-97efb234a0a1,1683296048015,"Nashi, Moon's Legacy","Nashi, Moon's Legacy [mat-39]",Patrik Hell,rare,"['B', 'G', 'U']","['B', 'G', 'U']",mat,2023-05-12,3,"['u', 'g', 'b']",Legendary Creature — Rat Shaman,1207.2000000000005,0.06054574683526685,87,,3,4
326,326,Tiny Leaders,Pre-Accepted,7fcb225c-d18f-4b84-b2fc-91ed84ec30aa,1683296161931,Cosmic Rebirth,Cosmic Rebirth [mat-28],Marta Nael,uncommon,"['G', 'W']","['G', 'W']",mat,2023-05-12,3,"['w', 'g', '1']",Instant,1236.4000000000012,0.1760698155094542,253,,,
327,327,Tiny Leaders,Pre-Accepted,c77deaac-7e13-45b4-921d-8116bddf3bb6,1683297083006,Stroke of Genius,Stroke of Genius [moc-238],Rovina Cai,rare,['U'],['U'],moc,2023-04-21,3,"['u', '2', 'x']",Instant,1291.7999999999827,1.7175506113728574,2468,,,
328,328,Tiny Leaders,Pre-Accepted,02c175df-2e9b-4064-9271-d85e4dd4c94d,1683297242859,Pernicious Deed,Pernicious Deed [cns-191],Christopher Moeller,mythic,"['B', 'G']","['B', 'G']",cns,2014-06-06,3,"['g', 'b', '1']",Enchantment,1179.2999999999736,6.179145817819935,8879,,,
329,329,Tiny Leaders,Pre-Accepted,a1b799b2-bb4e-482f-9afd-5aab90090710,1683297279372,Baleful Strix,Baleful Strix [2xm-191],Nils Hamm,rare,"['B', 'U']","['B', 'U']",2xm,2020-08-07,2,"['b', 'u']",Artifact Creature — Bird,1421.100000001244,17.089211026285206,24556,,1,1
330,330,Tiny Leaders,Pre-Accepted,7c884e1e-fecb-4330-b3de-5fc2a60f7173,1683297287145,Kolaghan's Command,Kolaghan's Command [dtk-224],Daarken,rare,"['B', 'R']","['B', 'R']",dtk,2015-03-27,3,"['r', 'b', '1']",Instant,1340.7000000014932,12.735484679142338,18300,,,
331,331,Tiny Leaders,Pre-Accepted,995486ce-58bb-4753-a812-0ca73ef1a235,1683297355350,Gitaxian Probe,Gitaxian Probe [nph-35],Chippy,common,['U'],['U'],nph,2011-05-13,1,['u-p'],Sorcery,1522.300000002062,11.227408433257013,16133,,,
332,332,Tiny Leaders,Pre-Accepted,360ca37b-5bbd-4923-a493-7674786a36af,1683297526841,Minor Misstep,Minor Misstep [one-64],Lorenzo Mastroianni,uncommon,['U'],['U'],one,2023-02-03,1,['u'],Instant,1318.8000000000006,0.20947436548753245,301,,,
333,333,Tiny Leaders,Pre-Accepted,8ca3c48b-f104-4292-9a4e-2ce87a65893c,1683297665734,Mutavault,Mutavault [mor-148],Fred Fields,rare,[],[],mor,2008-02-01,0,[''],Land,1264.8999999994562,8.813929697340859,12665,,,
334,334,Tiny Leaders,Pre-Accepted,16b9f43a-9c3f-4bfa-9eb1-734189a4bb1f,1683299073668,"Aminatou, the Fateshifter","Aminatou, the Fateshifter [c18-37]",Seb McKinnon,mythic,"['B', 'U', 'W']","['B', 'U', 'W']",c18,2018-08-09,3,"['b', 'u', 'w']",Legendary Planeswalker — Aminatou,1240.7000000000558,1.7600022269699986,2529,3,,
335,335,Tiny Leaders,Pre-Accepted,63870c81-63bf-4a9a-aeb5-74c6eaded9f1,1683389545554,Bloodghast,Bloodghast [zen-83],Daarken,rare,['B'],['B'],zen,2009-10-02,2,"['b', 'b']",Creature — Vampire Spirit,1287.0000000005582,10.186299958940241,14637,,2,1
336,336,Tiny Leaders,Pre-Accepted,26594b52-3e9c-4cde-88df-1f4e9e16676e,1684766240637,"Tameshi, Reality Architect","Tameshi, Reality Architect [neo-82]",Scott M. Fischer,rare,"['U', 'W']",['U'],neo,2022-02-18,3,"['u', '2']",Legendary Creature — Moonfolk Wizard,1210.6000000000024,1.3953358897093109,2005,,2,3
337,337,Tiny Leaders,Pre-Accepted,807c7812-c108-45a7-a5b2-08cc693bc500,1684766354243,"Vohar, Vodalian Desecrator","Vohar, Vodalian Desecrator [dmu-226]",Daarken,uncommon,"['B', 'U']","['B', 'U']",dmu,2022-09-09,2,"['b', 'u']",Legendary Creature — Phyrexian Merfolk Wizard,1214.1000000000042,1.3340942147495007,1917,,1,2
338,338,Tiny Leaders,Pre-Accepted,5b3c393c-3596-4bd9-a553-e0b03c2eb950,1684766497724,"Klothys, God of Destiny","Klothys, God of Destiny [thb-220]",Magali Villeneuve,mythic,"['G', 'R']","['G', 'R']",thb,2020-01-24,3,"['g', 'r', '1']",Legendary Enchantment Creature — God,1267.5000000002306,4.053085397340163,5824,,4,5
339,339,Tiny Leaders,Pre-Accepted,59327a58-cd41-479c-81c7-31c9d3b29508,1684766578324,Rhys the Redeemed,Rhys the Redeemed [shm-237],Steve Prescott,rare,"['G', 'W']","['G', 'W']",shm,2008-05-02,1,['g-w'],Legendary Creature — Elf Warrior,1321.1999999998234,4.026640128607517,5786,,1,1
340,340,Tiny Leaders,Pre-Accepted,fecbf0a3-ebe1-43b6-a720-462ba19002eb,1684766602369,"Chevill, Bane of Monsters","Chevill, Bane of Monsters [iko-181]",Yongjae Choi,mythic,"['B', 'G']","['B', 'G']",iko,2020-04-24,2,"['g', 'b']",Legendary Creature — Human Rogue,1188.99999999994,1.6124654645668195,2317,,1,3
341,341,Tiny Leaders,Pre-Accepted,1785cf85-1ac0-4246-9b89-1a8221a8e1b2,1684766605075,"Chatterfang, Squirrel General","Chatterfang, Squirrel General [mh2-151]",Jason A. Engle,mythic,"['B', 'G']",['G'],mh2,2021-06-18,3,"['g', '2']",Legendary Creature — Squirrel Warrior,1276.2000000001203,2.0007933580619794,2875,,3,3
342,342,Tiny Leaders,Pre-Accepted,8c1cce91-7c81-45d9-bbec-b085e794791d,1684766612586,"Zabaz, the Glimmerwasp","Zabaz, the Glimmerwasp [mh2-243]",Jason Felix,rare,"['R', 'W']",[],mh2,2021-06-18,1,['1'],Legendary Artifact Creature — Insect,1327.4000000000876,1.2561502648006513,1805,,0,0
343,343,Tiny Leaders,Pre-Accepted,915d2f5f-b228-4190-ade9-52e2a8056847,1683854777558,Secure the Wastes,Secure the Wastes [dtk-36],Scott Murphy,rare,['W'],['W'],dtk,2015-03-27,1,"['w', 'x']",Instant,1236.7999999999429,6.677430354992937,9595,,,
344,344,Tiny Leaders,Pre-Accepted,553fb946-2706-475b-89f9-e4355ec9ea2b,1683854882736,March of Otherworldly Light,March of Otherworldly Light [neo-28],Nils Hamm,rare,['W'],['W'],neo,2022-02-18,1,"['w', 'x']",Instant,1367.1000000001923,2.7461323794478507,3946,,,
345,345,Tiny Leaders,Pre-Accepted,af3928b4-813a-4120-8799-de34235d60ac,1683732730068,Ranger-Captain of Eos,Ranger-Captain of Eos [mh1-21],Ryan Pancoast,mythic,['W'],['W'],mh1,2019-06-14,3,"['w', 'w', '1']",Creature — Human Soldier Ranger,1257.0000000002346,4.112239287926343,5909,,3,3
346,346,Tiny Leaders,Pre-Accepted,18092f68-b96e-4084-9eba-b240d2195d81,1683994651381,"Adeline, Resplendent Cathar","Adeline, Resplendent Cathar [mid-1]",Bryan Sola,rare,['W'],['W'],mid,2021-09-24,3,"['w', 'w', '1']",Legendary Creature — Human Knight,1322.600000000018,6.139477914720968,8822,,*,4
347,347,Tiny Leaders,Pre-Accepted,1cb0a1a4-9216-47f8-a4e3-20fe0de6a518,2023-05-11T02:16:50.645Z,Arcbound Prototype,Arcbound Prototype [mh2-4],Svetlin Velinov,common,['W'],['W'],mh2,2021-06-18,2,"['w', '1']",Artifact Creature — Assembly-Worker,1233.8000000000088,1.5428726521124898,2217,,0,0
348,348,Tiny Leaders,Pre-Accepted,9d66e724-49ee-4f08-a160-584350de1d95,2023-05-11T02:16:34.643Z,Arcbound Mouser,Arcbound Mouser [mh2-3],Campbell White,common,['W'],['W'],mh2,2021-06-18,1,['w'],Artifact Creature — Cat,1254.4000000000563,1.7676574363399749,2540,,0,0
349,349,Tiny Leaders,Pre-Accepted,ebeafbc2-0399-4335-8f63-76a3e085e8c6,1683830715381,Evolved Sleeper,Evolved Sleeper [dmu-93],Jason A. Engle,rare,['B'],['B'],dmu,2022-09-09,1,['b'],Creature — Human,1318.7000000000908,2.0634268892708763,2965,,1,1
350,350,Tiny Leaders,Pre-Accepted,29425426-7bf2-4872-aa35-c12c22801edd,1683830726047,Knight of the Ebon Legion,Knight of the Ebon Legion [m20-105],Alex Konstad,rare,['B'],['B'],m20,2019-07-12,1,['b'],Creature — Vampire Knight,1317.8999999997936,7.548732366921144,10847,,1,2
351,351,Tiny Leaders,Pre-Accepted,059e8447-6b1c-4651-a734-a8fea2cbf7b2,1684186008025,Bloodchief's Thirst,Bloodchief's Thirst [znr-94],Jason Rainville,uncommon,['B'],['B'],znr,2020-09-25,1,['b'],Sorcery,1428.0000000010648,8.861948737934346,12734,,,
352,352,Tiny Leaders,Pre-Accepted,03bdcf52-50b8-42c0-9665-931d83f5f314,1683854786329,Black Sun's Zenith,Black Sun's Zenith [mbs-39],Daniel Ljunggren,rare,['B'],['B'],mbs,2011-02-04,2,"['b', 'b', 'x']",Sorcery,1275.0999999999997,2.4218298734106742,3480,,,
353,353,Tiny Leaders,Pre-Accepted,93612079-0b8d-489d-9ae1-3593414a8cee,1683593465763,Inscription of Ruin,Inscription of Ruin [znr-108],Zoltan Boros,rare,['B'],['B'],znr,2020-09-25,3,"['b', '2']",Sorcery,1242.5999999999967,1.4127340928228933,2030,,,
354,354,Tiny Leaders,Pre-Accepted,6d3e3c3a-d351-4d91-8884-312d4b6f540d,1683674251025,Yawgmoth's Will,Yawgmoth's Will [usg-171],Ron Spencer,rare,['B'],['B'],usg,1998-10-12,3,"['b', '2']",Sorcery,1385.3000000001466,5.627970743181645,8087,,,
355,355,Tiny Leaders,Pre-Accepted,50f7666d-0d60-4fe5-b144-286d4e47b704,1683746904322,Brotherhood's End,Brotherhood's End [bro-128],Bryan Sola,rare,['R'],['R'],bro,2022-11-18,3,"['r', 'r', '1']",Sorcery,1249.9000000000103,0.7369878838913517,1059,,,
356,356,Tiny Leaders,Pre-Accepted,8c8f3b5e-71b4-42e0-9ddb-630e3dcf1be7,1683594622227,Pyroclasm,Pyroclasm [a25-146],John Avon,uncommon,['R'],['R'],a25,2018-03-16,2,"['r', '1']",Sorcery,1239.1999999994835,8.22099893522997,11813,,,
357,357,Tiny Leaders,Pre-Accepted,c80596a4-b464-4b9e-8186-94a1c44838eb,1683855039921,Devil's Play,Devil's Play [isd-140],Austin Hsu,rare,['R'],['R'],isd,2011-09-30,1,"['r', 'x']",Sorcery,1285.5000000000884,4.047517972343816,5816,,,
358,358,Tiny Leaders,Pre-Accepted,2b73d294-6ab1-4051-9b0f-d8e335d37674,1683765819029,Unholy Heat,Unholy Heat [mh2-145],Kari Christensen,common,['R'],['R'],mh2,2021-06-18,1,['r'],Instant,1379.0000000009572,5.463731705789426,7851,,,
359,359,Tiny Leaders,Pre-Accepted,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,1683726140951,"Gut, True Soul Zealot","Gut, True Soul Zealot [clb-180]",Wayne Reynolds,uncommon,['R'],['R'],clb,2022-06-10,3,"['r', '2']",Legendary Creature — Goblin Shaman,1398.3999999999721,1.4301322959364757,2055,,2,2
360,360,Tiny Leaders,Pre-Accepted,ed557e51-32bd-476f-99f8-d7b1738495c5,1683593419642,Bloodthirsty Adversary,Bloodthirsty Adversary [mid-129],Heonhwa Choe,mythic,['R'],['R'],mid,2021-09-24,2,"['r', '1']",Creature — Vampire,1255.5000000002497,3.815077978746355,5482,,2,2
361,361,Tiny Leaders,Pre-Accepted,2cc1d8d0-bb43-4962-ad29-bb6478aa986b,1684186055591,Experiment One,Experiment One [gtc-119],Chase Stone,uncommon,['G'],['G'],gtc,2013-02-01,1,['g'],Creature — Human Ooze,1267.099999999882,8.127048638416625,11678,,1,1
362,362,Tiny Leaders,Pre-Accepted,847a175e-ead1-4596-baf3-5f7f57859e0b,2023-05-11T13:42:20.239Z,Haywire Mite,Haywire Mite [bro-199],Izzy,uncommon,['G'],[],bro,2022-11-18,1,['1'],Artifact Creature — Insect,1267.6000000000142,1.0835600899139137,1557,,1,1
363,363,Tiny Leaders,Pre-Accepted,84127b83-e75a-4f12-92ca-46f50bb89699,1683855438211,Hungering Hydra,Hungering Hydra [m19-189],Daarken,rare,['G'],['G'],m19,2018-07-13,1,"['g', 'x']",Creature — Hydra,1213.499999999992,0.9638604524924665,1385,,0,0
364,364,Tiny Leaders,Pre-Accepted,bee125cb-12b9-4f78-8e1d-6018d9c52275,1684171695013,Pelt Collector,Pelt Collector [grn-141],Zoltan Boros,rare,['G'],['G'],grn,2018-10-05,1,['g'],Creature — Elf Warrior,1225.999999999709,6.512495389476175,9358,,1,1
365,365,Tiny Leaders,Pre-Accepted,2a501319-59a7-45d4-a6ca-666276095f87,1684185866670,Quirion Beastcaller,Quirion Beastcaller [dmu-175],Valera Lutfullina,rare,['G'],['G'],dmu,2022-09-09,2,"['g', '1']",Creature — Dryad Warrior,1283.3000000000004,1.1086135023974724,1593,,2,2
366,366,Tiny Leaders,Pre-Accepted,9e635174-7f7d-4c04-a6aa-8674da6863ff,1683854864446,Vastwood Hydra,Vastwood Hydra [m14-198],Slawomir Maniak,rare,['G'],['G'],m14,2013-07-19,2,"['g', 'g', 'x']",Creature — Hydra,1250.1999999999841,0.5804040558691098,834,,0,0
367,367,Tiny Leaders,Pre-Accepted,411bda96-6c65-475d-9850-0a9b3eefa553,1684185885387,Bloated Contaminator,Bloated Contaminator [one-159],Johann Bodin,rare,['G'],['G'],one,2023-02-03,3,"['g', '2']",Creature — Phyrexian Beast,1312.3999999999978,0.5630058527555274,809,,4,4
368,368,Tiny Leaders,Pre-Accepted,7cff0dc6-5455-4dea-940b-dff7fe88dc5d,1684185879204,"Rishkar, Peema Renegade","Rishkar, Peema Renegade [aer-122]",Todd Lockwood,rare,['G'],['G'],aer,2017-01-20,3,"['g', '2']",Legendary Creature — Elf Druid,1295.2000000003027,7.63224374186634,10967,,2,2
369,369,Tiny Leaders,Pre-Accepted,fdd4bdd5-1673-4f22-b593-41df8ce95a97,1683593796316,Natural State,Natural State [ogw-136],Volkan Baǵa,common,['G'],['G'],ogw,2016-01-22,1,['g'],Instant,1168.4999999999886,0.6750502808069982,970,,,
370,370,Tiny Leaders,Pre-Accepted,a8cca2a2-69e3-4136-936c-7a2774c19351,2023-05-12T01:58:40.393Z,Crashing Footfalls,Crashing Footfalls [mh1-160],Dan Scott,rare,['G'],['G'],mh1,2019-06-14,0,[''],Sorcery,1369.300000000027,1.2568461929251946,1806,,,
371,371,Tiny Leaders,Pre-Accepted,5ad86b17-3fed-418a-938c-c49adb409531,1684186089359,Abundant Harvest,Abundant Harvest [mh2-147],Iris Compiet,common,['G'],['G'],mh2,2021-06-18,1,['g'],Sorcery,1320.6000000002832,6.074060671013898,8728,,,
372,372,Tiny Leaders,Pre-Accepted,1cd8cee8-7ea0-4037-8a3b-39334dc064fb,1683854906229,Primal Might,Primal Might [m21-197],Randy Vargas,rare,['G'],['G'],m21,2020-07-03,1,"['g', 'x']",Sorcery,1246.4999999997638,2.964653810554446,4260,,,
373,373,Tiny Leaders,Pre-Accepted,c9eee658-29e8-4ab5-8a0e-31f2f28a9a92,2023-05-11T02:12:09.685Z,"Ozolith, the Shattered Spire","Ozolith, the Shattered Spire [mom-198]",Daarken,rare,['G'],['G'],mom,2023-04-21,2,"['g', '1']",Legendary Artifact,1297.7999999999977,0.5428239371437718,780,,,
374,374,Tiny Leaders,Pre-Accepted,7ee33ff3-d3d6-4519-9d9f-72e342d8b215,1683830741124,Chitterspitter,Chitterspitter [mh2-153],Jason Felix,rare,['G'],['G'],mh2,2021-06-18,3,"['g', '2']",Artifact,1232.0000000000032,1.0571148211812684,1519,,,
375,375,Tiny Leaders,Pre-Accepted,7dcdf1db-bfaf-4160-8003-1fa2e56b00dc,1684172906135,Hardened Scales,Hardened Scales [ktk-133],Mark Winters,rare,['G'],['G'],ktk,2014-09-26,1,['g'],Enchantment,1287.0999999998232,4.6133075375975165,6629,,,
376,376,Tiny Leaders,Pre-Accepted,ea23111b-ccc1-4d5c-a9d2-9db14c728820,1684171693271,Soulherder,Soulherder [mh1-214],Seb McKinnon,uncommon,"['U', 'W']","['U', 'W']",mh1,2019-06-14,3,"['u', 'w', '1']",Creature — Spirit,1278.200000000432,13.097367303904853,18820,,1,1
